"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"209478";"Nota Fiscal";"2009";"11";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"06.027.073/0001-53";"BGENS Multimídia LTDA";"865";"2009-11-03";;"66960,00"
"209479";"Nota Fiscal";"2009";"11";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.256.794/0001-72";"Auto Posto JK ";"34601";"2009-11-04";;"185,00"
"251386";"Nota Fiscal";"2009";"12";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"01.031.947/0001-22";"Agência Brasileira de Comunicação Ltda";"208";"2010-03-31";;"13840,00"
"2009010348801";;"2009";"1";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";;;;;;"280,41"
"2009010348803";;"2009";"1";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";;;;;;"14719,59"
"2009020348801";;"2009";"2";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";;;;;;"1406,10"
"2009020348803";;"2009";"2";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";;;;;;"12779,01"
"2009030348802";;"2009";"3";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";;;;;;"199,83"
"2009030348804";;"2009";"3";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";;;;;;"1716,75"
"2009030348803";;"2009";"3";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";;;;;;"13192,58"
"191661";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-04-15";;"323,53"
"191660";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-04-02";;"367,76"
"191666";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0001-59";"Oi - TNL PCS SA";;"2009-04-02";;"445,55"
"191664";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-04-01";;"15,00"
"191665";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-04-01";;"98,28"
"191663";"Fatura";"2009";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.449.992/0232-96";"VIVO SA";;"2009-04-21";;"279,50"
"191668";"Nota Fiscal";"2009";"4";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.167.320/0001-29";"Comercial Tele Alarme LTDA";;"2009-04-01";;"80,00"
"191667";"Nota Fiscal";"2009";"4";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.242.370/0001-60";"LIG TV";;"2009-04-15";;"66,80"
"191662";"Boleto Bancário";"2009";"4";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"32.713.380/0001-06";"Netservices Internet LTDA";;"2009-04-15";;"44,90"
"191669";"Recibo";"2009";"4";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"266.***.***-34";"Antônio Márcio Rocha de França";;"2009-04-30";;"3500,00"
"191670";"Recibo";"2009";"4";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"102.***.***-68";"Francisco Maurício de Sá Santos";;"2009-04-30";;"2500,00"
"191671";"Recibo";"2009";"4";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"992.***.***-91";"Kleysse Santos de Lima";;"2009-04-30";;"2500,00"
"191685";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-05-14";;"68,76"
"191684";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-05-06";;"370,39"
"191690";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0009-06";"Oi - TNL PCS SA";;"2009-05-02";;"483,70"
"191689";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0001-79";"Oi Fixo - Telemar Norte Leste SA";;"2009-05-01";;"15,00"
"191688";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0001-79";"Oi Fixo - Telemar Norte Leste SA";;"2009-05-01";;"46,20"
"191687";"Fatura";"2009";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.449.992/0232-96";"VIVO SA";;"2009-05-21";;"194,38"
"191691";"Nota Fiscal";"2009";"5";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.167.320/0001-29";"Comercial Tele Alarme LTDA";;"2009-05-04";;"80,00"
"191692";"Nota Fiscal";"2009";"5";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.167.320/0001-29";"Comercial Tele Alarme LTDA";;"2009-05-28";;"50,00"
"191686";"Boleto Bancário";"2009";"5";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"32.713.380/0001-06";"Netservices Internet LTDA";;"2009-05-15";;"44,90"
"191693";"Recibo";"2009";"5";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"266.***.***-34";"Antônio Márcio Rocha de França";;"2009-05-29";;"3500,00"
"191694";"Recibo";"2009";"5";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"102.***.***-68";"Francisco Maurício de Sá Santos";;"2009-05-29";;"2500,00"
"191695";"Recibo";"2009";"5";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"992.***.***-91";"Kleysse Santos de Lima";;"2009-05-29";;"2500,00"
"191698";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-06-08";;"16,54"
"191697";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-06-12";;"323,53"
"191696";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-06-02";;"185,13"
"191699";"Boleto Bancário";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"32.713.380/0001-06";"Netservices Iternet LTDA";;"2009-06-15";;"44,90"
"191701";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0001-59";"Oi - TNL PCS SA";;"2009-06-02";;"541,20"
"191703";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-06-01";;"15,60"
"191702";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-06-01";;"156,81"
"191700";"Fatura";"2009";"6";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.449.992/0232-96";"VIVO SA";;"2009-06-21";;"287,88"
"191704";"Nota Fiscal";"2009";"6";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.242.370/0001-60";"LIG TV";;"2009-06-15";;"66,80"
"191705";"Fatura";"2009";"6";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"Locaweb Serviços de Internet";;"2009-06-15";;"59,00"
"191706";"Recibo";"2009";"6";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"266.***.***-34";"Antônio Márcio Rocha de França";;"2009-06-29";;"3500,00"
"191707";"Recibo";"2009";"6";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"102.***.***-68";"Francisco Maurício de Sá Santos";;"2009-06-29";;"2500,00"
"191708";"Recibo";"2009";"6";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"992.***.***-91";"Kleysse Santos de Lima";;"2009-06-29";;"2500,00"
"191726";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-07-13";;"80,89"
"191725";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-07-03";;"197,24"
"191731";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-07-01";;"16,35"
"191730";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-07-01";;"109,79"
"191729";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0001-59";"Oi -TNL PCS SA";;"2009-07-02";;"528,96"
"191728";"Fatura";"2009";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.449.992/0232-96";"VIVO SA";;"2009-07-21";;"212,80"
"191733";"Nota Fiscal";"2009";"7";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03.167.320/0001-29";"Comercial Tele Alarme LTDA";;"2009-07-02";;"80,00"
"191732";"Nota Fiscal";"2009";"7";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.242.370/0001-60";"LIG TV";;"2009-07-15";;"68,55"
"191734";"Fatura";"2009";"7";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"Locaweb Serviços de Intrnet";;"2009-07-15";;"59,00"
"191727";"Boleto Bancário";"2009";"7";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"32.713.380/0001-06";"Netservices Internet LTDA";;"2009-07-15";;"44,90"
"191735";"Recibo";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"266.***.***-34";"Antônio Márcio Rocha deFrança";;"2009-07-31";;"3500,00"
"221095";"Nota Fiscal";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.472.531/0002-70";"Auto Posto MEPS Ltda";"00239";"2009-08-21";;"3849,06"
"221094";"Nota Fiscal";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.472.531/0002-70";"Auto Posto MEPS Ltda";"000494";"2009-08-28";;"3338,67"
"221096";"Nota Fiscal";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.472.531/0002-70";"Auto Posto MEPS Ltda";"00262";"2009-08-31";;"7578,07"
"191736";"Recibo";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"102.***.***-68";"Francisco Maurício de Sá Santos";;"2009-07-31";;"2500,00"
"191737";"Recibo";"2009";"7";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"992.***.***-91";"Kleysse Santos de Lima";;"2009-07-31";;"2500,00"
"196901";"Nota Fiscal";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.167.320/0001-29";"Comercial Tele Alarme LTDA";;"2009-08-03";;"80,00"
"196894";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-08-12";;"250,74"
"196893";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-08-04";;"177,29"
"2009030349003";;"2009";"3";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";;;;;;"2140,06"
"156117";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"43.776.517/0001-80";"Companhia de Saneamento Básico do Estado de São Paulo - SABESP";"1351006785191";"2009-04-09";;"103,32"
"156081";"Fatura";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"61.695.227/0001-93";"Eletropaulo Metropolitana Eletricidade de São Paulo S/A";"555970385718";"2009-04-07";;"417,80"
"162279";"Fatura";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.530.486/0001-29";"Embratel - Empresa Brasileira de Telecomunicações S.A";"00170212039272";"2009-04-28";;"127,28"
"153379";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"521.***.***-91";"Emilio Ferroni Neto (Aluguel)";"S/N";"2009-04-16";;"3550,00"
"156096";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"65.697.161/0001-21";"NET São Paulo";"0000694500";"2009-03-28";;"348,11"
"156099";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.649.898/0001-47";"Prefeitura da Cidade de São Paulo";"361.838";"2009-05-05";;"416,49"
"156101";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.707.339";"2009-04-17";;"16,60"
"156100";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.723.873";"2009-04-17";;"70,16"
"156103";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.707.350";"2009-04-17";;"274,79"
"156102";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.676.386";"2009-04-17";;"530,88"
"156106";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.707.348";"2009-04-17";;"563,53"
"156107";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.707.349";"2009-04-17";;"602,38"
"156104";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.707.340";"2009-04-17";;"619,90"
"156105";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telecomunicações de São Paulo S.A. - TELESP";"11000-1.676.387";"2009-04-17";;"1003,11"
"153376";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"67.641.886/0001-23";"ECT - Emp. Bras. Correios e Telegrafos";"184622";"2009-04-07";;"26,80"
"153375";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"67.641.886/0001-23";"ECT - Emp. Bras. Correios e Telegrafos";"185106";"2009-04-13";;"44,20"
"153377";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"67.641.886/0001-23";"ECT - Emp. Bras. Correios e Telegrafos";"185356";"2009-04-15";;"418,60"
"156116";"Recibo";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.028.316/6149-42";"ECT - Emp. Bras. de Correios e Telegrafos";"SX692901035BR";"2009-04-22";;"39,20"
"147014";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"53.363.974/0001-04";"Microplus Informática Ltda";"009283";"2009-04-02";;"78,00"
"156115";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"53.363.974/0001-04";"Microplus Informática Ltda";"009308";"2009-04-22";;"118,00"
"156135";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"53.363.974/0001-04";"Microplus Informática Ltda";"009314";"2009-04-30";;"54,00"
"153372";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"53.363.974/0001-04";"Microplus informática Ltda";"009302";"2009-04-15";;"61,00"
"156136";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.345.249/0001-00";"Microplus Informática Ltda - ME";"001005";"2009-04-30";;"17,90"
"156086";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.345.249/0001-00";"Papeliart Papelaria Ltda. - ME";"001001";"2009-04-14";;"130,40"
"147016";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.345.249/0001-00";"Papeliart Papelaria Ltda - ME";"000996";"2009-04-07";;"17,90"
"156119";"Nota Fiscal";"2009";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.345.249/0001-00";"Papeliart Papelaria Ltda - ME";"001002";"2009-04-23";;"17,90"
"196897";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0001-59";"Oi - TNL PCS SA";;"2009-08-02";;"442,74"
"196899";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-08-01";;"15,00"
"196898";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-08-01";;"186,85"
"196896";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.449.992/0232-96";"VIVO SA";;"2009-08-21";;"138,87"
"196900";"Nota Fiscal";"2009";"8";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02.242.370/0001-60";"LIG TV";;"2009-08-15";;"66,80"
"196902";"Fatura";"2009";"8";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02.351.877/0001-52";"Locaweb Serviços de Internet";;"2009-08-15";;"59,00"
"196895";"Boleto Bancário";"2009";"8";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.713.380/0001-06";"Netservices Internet LTDA";;"2009-08-15";;"44,90"
"196904";"Recibo";"2009";"8";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"266.***.***-34";"Antônio Márcio Rocha de França";;"2009-08-31";;"3500,00"
"196905";"Recibo";"2009";"8";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"102.***.***-68";"Francisco Maurício de Sá Santos";;"2009-08-31";;"2500,00"
"196907";"Fatura";"2009";"9";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"Deso - Companhia de Saneamento de Sergipe";;"2009-09-11";;"68,76"
"196906";"Fatura";"2009";"9";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa Sergipe SA";;"2009-09-03";;"149,93"
"196910";"Fatura";"2009";"9";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.164.616/0001-59";"Oi - TNL PCS SA";;"2009-09-02";;"566,57"
"196911";"Fatura";"2009";"9";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0004-11";"Oi Fixo - Telemar Norte Leste SA";;"2009-09-01";;"15,45"
